23/06/2017 00:00:05,57.120600,8.599317
23/06/2017 00:00:15,57.120600,8.599317
23/06/2017 00:00:26,57.120600,8.599317
23/06/2017 00:00:35,57.120600,8.599317
23/06/2017 00:00:45,57.120600,8.599317
23/06/2017 00:00:55,57.120600,8.599317
23/06/2017 00:01:05,57.120600,8.599317
23/06/2017 00:01:26,57.120600,8.599317
23/06/2017 00:01:35,57.120600,8.599317
23/06/2017 00:01:45,57.120600,8.599317
23/06/2017 00:02:05,57.120600,8.599317
23/06/2017 00:02:16,57.120600,8.599317
23/06/2017 00:02:26,57.120600,8.599317
23/06/2017 00:02:35,57.120600,8.599317
23/06/2017 00:02:45,57.120600,8.599317
23/06/2017 00:02:55,57.120600,8.599317
23/06/2017 00:03:05,57.120600,8.599317
23/06/2017 00:03:16,57.120600,8.599317
23/06/2017 00:03:26,57.120600,8.599317
23/06/2017 00:03:35,57.120600,8.599317
23/06/2017 00:03:45,57.120600,8.599317
23/06/2017 00:03:55,57.120600,8.599317
23/06/2017 00:04:05,57.120600,8.599317
23/06/2017 00:04:26,57.120600,8.599317
23/06/2017 00:04:35,57.120600,8.599317
23/06/2017 00:04:45,57.120600,8.599317
23/06/2017 00:04:55,57.120600,8.599317
23/06/2017 00:05:05,57.120600,8.599317
23/06/2017 00:05:16,57.120600,8.599317
23/06/2017 00:05:35,57.120600,8.599317
23/06/2017 00:05:37,57.120600,8.599317
23/06/2017 00:05:45,57.120600,8.599317
23/06/2017 00:05:55,57.120600,8.599317
23/06/2017 00:06:05,57.120600,8.599317
23/06/2017 00:06:16,57.120600,8.599317
23/06/2017 00:06:25,57.120600,8.599317
23/06/2017 00:06:35,57.120600,8.599317
23/06/2017 00:06:45,57.120600,8.599317
23/06/2017 00:06:55,57.120600,8.599317
23/06/2017 00:07:05,57.120600,8.599317
23/06/2017 00:07:16,57.120600,8.599317
23/06/2017 00:07:35,57.120600,8.599317
23/06/2017 00:07:45,57.120600,8.599317
23/06/2017 00:07:55,57.120600,8.599317
23/06/2017 00:08:05,57.120600,8.599317
23/06/2017 00:08:16,57.120600,8.599333
23/06/2017 00:08:25,57.120600,8.599317
23/06/2017 00:08:35,57.120600,8.599317
23/06/2017 00:08:45,57.120600,8.599317
23/06/2017 00:08:55,57.120600,8.599317
23/06/2017 00:09:05,57.120600,8.599317
23/06/2017 00:09:16,57.120600,8.599317
